gene	KO	Rescue	WT
gene_34038	4	5	8
gene_34039	0	3	10
gene_34040	1	2	8
gene_34042	55	106	230
gene_34043	30	86	201
gene_34046	92	223	321
gene_34052	3	0	3
gene_34053	20	25	68
gene_34054	0	2	1
gene_34055	0	0	3
gene_34058	0	0	1
gene_34059	12	40	57
gene_34061	4	7	11
gene_34062	373	63	136
gene_34063	50	99	243
gene_34064	1	0	3
gene_34065	56	59	197
gene_34066	6	3	28
gene_34067	279	515	1004
gene_34068	187	340	775
gene_34069	3	9	9
gene_34070	4	8	10
gene_34071	343	406	718
gene_34072	101	317	482
gene_34073	23	53	87
gene_34075	63	181	288
gene_34076	0	0	0
gene_34077	6475	9343	23821
gene_34078	61	99	224
gene_34079	355	725	1557
gene_34081	50	73	226
gene_34082	0	0	1
gene_34091	69	80	178
gene_34092	16	27	69
gene_34093	0	0	1
gene_34094	79	150	331
gene_34095	0	0	1
gene_34096	20	35	50
gene_34097	114	183	306
gene_34098	175	380	605
gene_34099	522	1348	2157
gene_34100	702	1516	2593
gene_34101	297	615	1257
gene_34102	361	717	1590
gene_34103	3	6	14
gene_34104	129	204	437
gene_34105	176	516	863
gene_34106	25	42	97
gene_34108	0	0	1
gene_34110	338	979	1741
gene_34112	1	0	0
gene_34120	285	591	866
gene_34121	110	184	370
gene_34122	260	567	1078
gene_34123	275	476	776
gene_34124	4	8	7
gene_34125	0	0	1
gene_34126	144	418	746
gene_34131	0	0	0
gene_34132	2	2	5
gene_34133	1343	2792	6950
gene_34134	228	408	1096
gene_34135	6	4	1
gene_34137	2	1	0
gene_34138	1	0	1
gene_34141	6	1	7
gene_34142	554	863	1683
gene_34143	114	129	355
gene_34144	7682	1896	4581
gene_34145	531	724	1616
gene_34146	1736	1854	4368
gene_34147	185	213	661
gene_34148	2282	4154	10621
gene_34149	2854	4226	9399
gene_34150	1693	2468	6248
gene_34152	17033	22094	62196
gene_34153	3	7	21
gene_34155	2	1	0
gene_34156	0	0	1
gene_34162	4	2	19
gene_34163	0	0	1
gene_34164	0	0	0
gene_34165	0	0	0
gene_34166	2	9	3
gene_34167	53	61	206
gene_34168	2116	3137	6167
gene_34169	324	472	1536
gene_34170	879	954	3144
gene_34187	0	0	0
gene_34189	0	0	1
gene_34190	40	75	122
gene_34191	0	0	10
gene_34192	204	344	713
gene_34193	627	948	2121
gene_34194	2958	4705	12890
gene_34195	1131	1724	3781
gene_34196	1	0	4
gene_34197	93	209	606
gene_34198	49	58	214
gene_34199	44	81	177
gene_34200	91	131	326
gene_34201	33	65	116
gene_34202	7	5	32
gene_34203	1371	2692	6401
gene_34204	1	2	27
gene_34205	2	3	16
gene_34206	132	167	413
gene_34207	2886	571	1465
gene_34208	2865	4089	9552
gene_34209	1189	1511	3504
gene_34210	30	49	115
gene_34211	0	1	3
gene_34212	156	491	889
gene_34213	0	2	0
gene_34214	584	528	1085
gene_34215	8	15	34
gene_34216	2	8	15
gene_34217	0	0	7
gene_34218	0	9	11
gene_34219	0	2	11
gene_34220	1	3	10
gene_34221	2052	2790	6860
gene_34222	19609	34029	71972
gene_34223	3151	3363	8779
gene_34224	3	1	7
gene_34225	1524	2226	5124
gene_34226	0	0	5
gene_34227	0	0	0
gene_34228	0	0	7
gene_34229	423	484	1389
gene_34230	257	255	894
gene_34231	8	8	31
gene_34232	0	0	3
gene_34233	3	13	14
gene_34234	841	1037	3201
gene_34235	471	635	1594
gene_34236	552	865	2230
gene_34237	33760	1475	3949
gene_34238	10	9	18
gene_34239	238	275	752
gene_34240	300	425	1024
gene_34241	684	962	2856
gene_34242	261	302	978
gene_34243	5396	7554	17599
gene_34244	34	38	85
gene_34245	5	5	6
gene_34246	6060	7717	21369
gene_34247	0	0	0
gene_34248	2	4	11
gene_34249	0	0	0
gene_34251	4	11	23
gene_34254	0	0	0
gene_34256	0	0	0
gene_34257	979	1238	3387
gene_34259	756	1046	2377
gene_34260	7	4	10
gene_34263	0	1	3
gene_34264	2479	148	304
gene_34265	2	3	12
gene_34266	0	0	0
gene_34267	8	9	26
gene_34283	0	0	1
gene_34295	257	441	1042
gene_34296	10	16	36
gene_34297	160	282	673
gene_34298	18	35	92
gene_34299	7	19	14
gene_34300	34	98	235
gene_34301	10	30	70
gene_34302	113	305	523
gene_34303	96	164	409
gene_34305	0	1	0
gene_34306	40	75	183
gene_34307	92	166	392
gene_34308	29	46	124
gene_34309	94	131	281
gene_34310	36	58	89
gene_34311	20	33	79
gene_34312	89	164	247
gene_34313	152	312	495
gene_34314	4	1	7
gene_34315	5	7	9
gene_34316	0	3	0
gene_34317	10	26	77
gene_34318	0	0	0
gene_34319	74	240	405
gene_34320	37	83	213
gene_34321	88	176	444
gene_34322	6	5	17
gene_34323	70	179	265
gene_34324	94	228	381
gene_34325	12	17	72
gene_34326	28	41	84
gene_34329	54	166	278
gene_34330	0	0	0
gene_34331	239	405	853
gene_34332	59	142	273
gene_34333	2	11	18
gene_34334	1	5	7
gene_34335	438	810	1757
gene_34336	125	265	646
gene_34337	199	395	830
gene_34338	73	156	362
gene_34339	478	923	2073
gene_34340	412	809	1673
gene_34341	927	1631	3353
gene_34342	28	73	122
gene_34343	34	37	158
gene_34344	101	237	481
gene_34354	79	117	257
gene_34356	75	202	463
gene_34357	500	1019	1926
gene_34358	1633	886	1922
gene_34359	101	53	92
gene_34360	3	3	4
gene_34361	258	501	1043
gene_34362	494	746	1564
gene_34363	527	798	1533
gene_34364	2718	659	1291
gene_34365	78	191	343
gene_34367	9	3	20
gene_34368	41	4	22
gene_34370	32	30	108
gene_34371	2	4	4
gene_34372	18	13	33
gene_34373	80	90	202
gene_34374	20019	27452	61139
gene_34375	3	3	36
gene_34376	0	4	7
gene_34377	116	169	399
gene_34378	74	125	275
gene_34379	5	11	14
gene_34380	9	11	18
gene_34381	10	21	33
gene_34382	6	7	5
gene_34383	110	197	398
gene_34384	274	381	982
gene_34385	263	427	1035
gene_34386	6	15	54
gene_34387	202	333	734
gene_34388	3	7	10
gene_34389	441	590	1203
gene_34390	32017	11459	27526
gene_34391	2290	3546	8138
gene_34392	1983	2503	6732
gene_34393	75	121	230
gene_34394	443	628	1354
gene_34395	170	260	541
gene_34396	5	6	19
gene_34404	80	110	251
gene_34405	275	581	1146
gene_34406	1	1	8
gene_34407	35	101	171
gene_34408	371	515	1345
gene_34409	384	612	1418
gene_34410	711	1888	4689
gene_34411	19453	2706	6381
gene_34412	1628	894	1896
gene_34413	2152	4813	9846
gene_34415	633	1217	2533
gene_34416	568	1140	2299
gene_34418	250	560	1326
gene_34419	274	377	954
gene_34420	0	5	17
gene_34422	3	2	5
gene_34423	1835	3650	7632
gene_34424	79	167	320
gene_34425	5	8	12
gene_34426	5	16	27
gene_34427	0	2	2
gene_34428	22	38	53
gene_34429	529	1186	3143
gene_34430	492	1053	2188
gene_34431	1	0	0
gene_34432	29	64	92
gene_34433	4	5	16
gene_34434	27279	7242	13855
gene_34435	969	1584	3671
gene_34443	0	1	0
gene_34444	11	139	207
gene_34447	1008	1953	4296
gene_34448	0	0	0
gene_34452	0	0	0
gene_34453	0	0	0
gene_34455	2719	4255	9703
gene_34456	39303	1213	2547
gene_34457	57	176	254
gene_34458	0	0	0
gene_34459	1509	2984	4984
gene_34460	863	1332	3433
gene_34461	0	0	2
gene_34462	8	43	112
gene_34467	164	339	782
gene_34468	239	463	1028
gene_34469	902	2116	3976
gene_34470	0	4	0
gene_34471	493	860	1998
gene_34474	16	12	45
gene_34475	224	360	878
gene_34476	223	465	932
gene_34477	393	560	1307
gene_34478	339	458	1272
gene_34479	709	1051	2510
gene_34480	19	84	135
gene_34481	0	0	0
gene_34484	622	1563	3137
gene_34487	0	0	3
gene_34488	57	87	192
gene_34489	522	708	1839
gene_34490	8	10	18
gene_34491	2312	3309	7979
gene_34492	1648	2737	5258
gene_34493	1	3	1
gene_34494	27	49	101
gene_34495	225	314	820
gene_34496	2051	3690	9023
gene_34497	5	8	13
gene_34498	369	674	1611
gene_34499	21	41	80
gene_34500	210	549	1470
gene_34502	379	838	2637
gene_34503	1	3	0
gene_34504	0	0	1
gene_34507	749	1939	3844
gene_34511	0	0	3
gene_34512	114	406	716
gene_34515	0	0	0
gene_34516	0	0	0
gene_34517	1336	3338	6373
gene_34518	1601	2992	6151
gene_34519	561	1022	2354
gene_34525	0	3	25
gene_34528	94	257	460
gene_34529	37	76	122
gene_34530	0	0	0
gene_34531	423	926	1766
gene_34532	358	773	1249
gene_34533	849	2124	3734
gene_34534	2	4	8
gene_34535	6	9	22
gene_34536	831	1943	3903
gene_34537	3	12	19
gene_34538	15	24	59
gene_34539	2955	5790	11366
gene_34541	1	1	3
gene_34542	307	1034	2344
gene_34545	3	4	13
gene_34548	0	0	1
gene_34549	481	911	1826
gene_34550	38	53	163
gene_34551	189	489	811
gene_34553	194	532	708
gene_34561	295	615	1127
gene_34562	116	52	120
gene_34567	374	842	1590
gene_34568	168	350	714
gene_34569	69	129	335
gene_34570	75	207	381
gene_34571	489	1829	3617
gene_34572	22	55	176
gene_34573	0	0	0
gene_34581	0	0	1
gene_34583	524	1276	2726
gene_34584	608	72	170
gene_34589	0	0	0
gene_34591	423	495	638
gene_34592	1	0	1
gene_34596	192	380	837
gene_34597	255	746	1296
gene_34598	80	170	275
gene_34600	47	67	225
gene_34601	92	277	451
gene_34603	0	0	0
gene_34609	244	769	1435
gene_34610	0	0	4
gene_34613	527	1250	2245
gene_34618	0	0	0
gene_34619	32	37	108
gene_34620	0	0	0
gene_34621	110307	10049	18599
gene_34622	4324	7088	16224
gene_34625	1252	2855	5031
gene_34626	166	272	486
gene_34627	281	633	1129
gene_34629	298	746	1265
gene_34630	127	278	533
gene_34632	53	130	245
gene_34633	1	1	3
gene_34634	0	2	3
gene_34636	19	52	118
gene_34637	1957	348	529
gene_34638	235	553	967
gene_34639	964	2109	4171
gene_34640	387	873	1567
gene_34641	517	1011	1882
gene_34642	747	1226	2506
gene_34644	0	8	0
gene_34645	12	7	3
gene_34650	6	8	19
gene_34653	0	0	0
gene_34654	52	211	317
gene_34655	776	1659	3271
gene_34656	806	1514	2870
gene_34657	413	834	1470
gene_34658	4	10	5
gene_34661	0	0	0
gene_34662	0	1	3
gene_34663	91	98	366
gene_34664	897	1769	3432
gene_34668	156	342	836
gene_34669	3	6	24
gene_34670	3	6	21
gene_34671	45	77	154
gene_34672	1529	3004	5793
gene_34675	7	13	28
gene_34676	6	16	24
gene_34677	3	3	6
gene_34678	0	0	1
gene_34679	0	0	1
gene_34680	0	0	0
gene_34687	1080	1948	3734
gene_34688	390	865	1927
gene_34689	0	0	0
gene_34691	0	0	0
gene_34697	0	0	0
gene_34699	1	0	0
gene_34700	1	0	3
gene_34703	264	372	893
gene_34704	0	3	5
gene_34705	175	435	791
gene_34706	94	232	505
gene_34707	0	2	1
gene_34709	0	0	0
gene_34715	4081	9811	16895
gene_34716	6	8	16
gene_34718	0	0	0
gene_34719	0	1	3
gene_34721	0	6	26
gene_34723	0	0	0
gene_34725	0	0	0
gene_34732	146	333	605
gene_34733	0	0	0
gene_34734	1388	2581	5241
gene_34735	35	55	143
gene_34736	1472	2774	6678
gene_34738	0	0	0
gene_34740	9	25	46
gene_34741	2527	5028	10479
gene_34742	829	362	784
gene_34743	27	60	86
gene_34744	41	116	195
gene_34745	20342	40053	94906
gene_34746	0	0	1
gene_34747	31	42	72
gene_34748	1845	3968	8799
gene_34749	621	1025	2063
gene_34750	2	0	1
gene_34751	217	483	873
gene_34752	124	358	735
gene_34753	104	302	623
gene_34754	3	10	27
gene_34755	4	9	24
gene_34756	2	2	15
gene_34758	0	3	7
gene_34759	2	1	2
gene_34760	7	9	28
gene_34779	3186	5798	12628
gene_34781	58	87	175
gene_34782	3	2	2
gene_34783	5	12	4
gene_34784	0	0	3
gene_34785	694	1229	2723
gene_34787	4350	8673	20042
gene_34788	0	0	1
gene_34789	1715	3409	8035
gene_34790	2558	4458	8509
gene_34791	3	3	1
gene_34792	0	4	0
gene_34793	2	6	7
gene_34794	9	8	21
gene_34795	432	768	1810
gene_34796	0	0	1
gene_34798	0	1	0
gene_34799	0	2	0
gene_34800	0	0	0
gene_34801	1964	3953	8656
gene_34802	0	0	2
gene_34803	7166	1506	2875
gene_34804	1706	3762	8077
gene_34806	2040	4613	9654
gene_34807	0	0	1
gene_34808	1947	3409	7091
gene_34809	1166	2455	4759
gene_34810	107	137	179
gene_34811	4	5	9
gene_34817	329	585	1433
gene_34818	763	1657	3037
gene_34819	52	108	250
gene_34820	2796	5369	11028
gene_34821	0	0	1
gene_34822	10	39	41
gene_34823	0	0	2
gene_34825	0	0	3
gene_34834	348	620	1330
gene_34835	20	34	74
gene_34836	658	1167	2615
gene_34837	1	1	7
gene_34838	204	526	1210
gene_34839	6	11	15
gene_34840	109	116	379
gene_34841	95	100	353
gene_34842	1	0	4
gene_34843	22892	966	2184
gene_34844	384	716	1590
gene_34846	91	149	434
gene_34847	0	2	19
gene_34848	4045	8737	20200
gene_34849	58	127	249
gene_34850	4349	7208	17558
gene_34851	0	0	0
gene_34852	2605	5319	11795
gene_34853	0	0	5
gene_34854	2	0	0
gene_34855	517	888	1627
gene_34856	6675	10124	20972
gene_34857	2	0	0
gene_34858	2897	6125	12561
gene_34861	0	1	0
gene_34862	1839	3407	7771
gene_34863	48	65	148
gene_34864	458	1031	1695
gene_34865	1316	2868	5303
gene_34866	461	795	2106
gene_34867	36	100	171
gene_34868	63	162	286
gene_34869	400	960	2324
gene_34870	1112	2072	4330
gene_34871	9	10	48
gene_34872	1941	3754	8288
gene_34873	468	1143	2044
gene_34874	1039	2730	4226
gene_34875	237	538	924
gene_34876	1212	2296	4856
gene_34877	488	1198	2499
gene_34878	41	81	205
gene_34879	1080	1637	3931
gene_34880	3565	5334	12810
gene_34881	0	0	1
gene_34882	26	58	85
gene_34883	527	887	1949
gene_34884	0	0	0
gene_34885	0	0	0
gene_34886	526	925	2053
gene_34887	14	21	55
gene_34889	4979	8908	19158
gene_34890	140	468	1197
gene_34891	3102	5464	11830
gene_34892	842	1245	3286
gene_34893	2238	3772	8575
gene_34894	375	822	1490
gene_34895	1124	1523	4037
gene_34896	1664	3956	6874
gene_34897	784	1661	3436
gene_34898	842	1318	3369
gene_34899	31	61	129
gene_34900	7236	16243	35208
gene_34901	0	1	0
gene_34902	0	0	3
gene_34904	1120	2168	4460
gene_34905	0	0	0
gene_34906	1	4	2
gene_34907	884	1528	3438
gene_34908	1374	2570	5104
gene_34909	154	273	605
gene_34910	28	47	117
gene_34911	546	944	2175
gene_34912	818	1545	3102
gene_34913	1278	2303	4693
gene_34914	94	167	356
gene_34915	898	1928	3811
gene_34916	482	777	1621
gene_34917	625	1273	2075
gene_34918	150	354	664
gene_34919	350	815	1202
gene_34920	220	531	817
gene_34921	12	8	27
gene_34922	252	307	874
gene_34923	6044	12701	24305
gene_34925	1083	1834	4165
gene_34926	4	10	16
gene_34927	2839	5329	12116
gene_34928	2232	4602	10166
gene_34929	27	64	86
gene_34930	8	14	18
gene_34934	625	1167	2403
gene_34935	3	2	5
gene_34936	533	1205	2139
gene_34937	742	1684	3212
gene_34938	0	0	1
gene_34939	445	490	1401
gene_34940	0	0	1
gene_34947	0	0	5
gene_34949	3	3	4
gene_34950	0	0	0
gene_34951	298	478	1206
gene_34952	108	212	446
gene_34953	1150	2849	5452
gene_34955	0	1	1
gene_34957	162	310	682
gene_34958	0	0	3
gene_34959	619	1155	2073
gene_34960	3	7	9
gene_34961	0	0	0
gene_34962	225	455	826
gene_34963	0	0	0
gene_34971	161	374	778
gene_34974	2752	6082	11142
gene_34975	1659	402	727
gene_34976	677	1226	2429
gene_34977	458	773	1786
gene_34978	226	441	849
gene_34979	21	48	89
gene_34980	919	1814	3813
gene_34981	0	3	9
gene_34984	1	0	0
gene_34989	3290	5938	10742
gene_34990	915	1607	2911
gene_34991	48	90	167
gene_34992	34	96	196
gene_34993	3	2	5
gene_34994	154	599	1117
gene_34995	0	0	0
gene_34996	724	1422	2654
gene_34997	2678	3773	8368
gene_35000	0	5	8
gene_35001	9	22	30
gene_35003	645	1564	3092
gene_35004	85	248	377
gene_35005	0	0	3
gene_35006	410	712	1682
gene_35007	14	19	44
gene_35008	36	64	102
gene_35009	3305	4461	11282
gene_35010	0	0	0
gene_35011	0	0	4
gene_35013	370	788	1498
gene_35014	2777	7559	14382
gene_35015	49	92	158
gene_35016	2	9	17
gene_35017	0	0	0
gene_35018	0	0	0
gene_35019	0	1	2
gene_35020	1	1	5
gene_35021	1	4	17
gene_35022	0	0	0
gene_35023	0	0	0
gene_35024	0	2	1
gene_35025	7952	15733	31564
gene_35026	107	383	560
gene_35027	1355	2586	5213
gene_35028	8	10	17
gene_35029	939	2087	3949
gene_35030	4	9	12
gene_35032	0	0	1
gene_35033	901	1665	2571
gene_35034	0	1	0
gene_35036	109	296	421
gene_35037	0	0	4
gene_35038	0	0	0
gene_35039	2295	4427	9973
gene_35040	0	3	0
gene_35041	583	1392	2884
gene_35042	1566	3008	6876
gene_35043	28	43	113
gene_35044	1570	2961	6919
gene_35045	2562	5119	10787
gene_35046	0	0	2
gene_35047	249	582	1100
gene_35055	0	1	0
gene_35057	0	1	0
gene_35058	0	0	1
gene_35060	1	3	0
gene_35061	560	1026	2052
gene_35062	1117	1907	3845
gene_35063	53	74	137
gene_35064	178	368	631
gene_35065	397	696	1380
gene_35066	57	117	273
gene_35067	167	328	617
gene_35068	7	14	41
gene_35069	39	78	135
gene_35070	2400	4811	9546
gene_35071	329	733	1373
gene_35072	402	492	1108
gene_35073	241	71	189
gene_35074	1171	2167	4431
gene_35075	33331	804	1578
gene_35076	0	0	0
gene_35077	0	0	0
gene_35078	0	0	0
gene_35079	686	1174	2353
gene_35080	0	0	0
gene_35082	5	0	13
gene_35083	1138	1910	4379
gene_35084	45	93	241
gene_35085	3286	819	1832
gene_35086	1	0	0
gene_35087	61	199	307
gene_35089	1	1	5
gene_35090	8	12	14
gene_35091	378	738	1222
gene_35092	0	0	0
gene_35093	176	338	890
gene_35096	1025	2568	5505
gene_35097	8	9	24
gene_35098	0	0	3
gene_35099	0	2	11
gene_35101	555	1163	2156
gene_35102	4480	7312	15782
gene_35103	288	505	1028
gene_35106	2	0	5
gene_35107	7	5	20
gene_35109	0	0	1
gene_35115	0	0	0
gene_35120	1	1	1
gene_35123	1522	3826	7350
gene_35124	0	1	0
gene_35125	3414	7504	13242
gene_35126	3030	6625	14630
gene_35127	1142	2199	4578
gene_35128	1372	3378	6164
gene_35129	1742	4756	10200
gene_35130	0	5	11
gene_35131	0	0	0
gene_35132	2275	5159	9188
gene_35133	510	954	2091
gene_35134	1779	953	1659
gene_35135	1037	2182	4555
gene_35136	13	74	83
gene_35138	3050	6514	12955
gene_35139	3275	7040	14025
gene_35140	734	1703	3607
gene_35141	0	2	0
gene_35142	0	0	1
gene_35143	1	3	13
gene_35144	119	215	512
gene_35145	831	1914	4344
gene_35146	14	23	47
gene_35147	35	70	150
gene_35148	7	31	39
gene_35149	985	2066	4493
gene_35150	50	118	237
gene_35151	3	4	17
gene_35152	0	0	0
gene_35153	214	661	1115
gene_35154	142	331	537
gene_35155	2744	5906	11455
gene_35156	57	106	199
gene_35157	637	1413	2607
gene_35158	300	536	1386
gene_35162	136	308	671
gene_35163	3563	7917	17367
gene_35164	14	26	42
gene_35166	510	1040	2085
gene_35167	0	2	0
gene_35168	1	0	0
gene_35174	0	2	9
gene_35179	0	0	0
gene_35180	3	3	8
gene_35181	49	122	183
gene_35182	1371	3160	5966
gene_35183	0	0	2
gene_35184	10	0	5
gene_35186	2432	5686	11592
gene_35187	4	8	19
gene_35188	1	4	11
gene_35189	0	0	0
gene_35190	312	637	1194
gene_35201	862	1776	3182
gene_35202	1031	1839	3667
gene_35203	631	1313	2428
gene_35204	0	1	3
gene_35205	1842	3558	6983
gene_35206	0	3	1
gene_35207	325	715	1175
gene_35208	0	0	0
gene_35209	0	0	5
gene_35212	8	1	22
gene_35216	0	0	0
gene_35218	0	0	1
gene_35222	671	1247	2570
gene_35224	64	139	231
gene_35225	1155	2034	4143
gene_35226	0	0	2
gene_35228	14	108	320
gene_35230	4	15	20
gene_35231	2872	5948	17891
gene_35232	54	120	380
gene_35233	0	0	0
gene_35236	1	0	1
gene_35238	1140	2607	5312
gene_35239	1455	2935	6204
gene_35240	0	0	7
gene_35241	0	0	7
gene_35244	881	1728	4245
gene_35245	701	1201	3004
gene_35246	530	931	2080
gene_35247	0	1	3
gene_35250	0	0	1
gene_35252	17214	31347	77247
gene_35253	3	8	27
gene_35254	0	0	1
gene_35255	0	0	0
gene_35256	2021	3842	7567
gene_35257	3366	6588	16048
gene_35258	15	27	49
gene_35259	2708	5308	9842
gene_35260	2519	6108	10872
gene_35268	7	35	86
gene_35270	4	34	58
gene_35271	354	1077	1880
gene_35272	285	736	1504
gene_35273	0	0	0
gene_35281	2	2	17
gene_35287	627	1411	3039
gene_35288	6	1	17
gene_35289	1071	1991	4726
gene_35290	3969	6080	14437
gene_35291	342	806	1728
gene_35292	496	946	2258
gene_35294	1392	2881	6209
gene_35295	2565	4249	9682
gene_35296	267	367	926
gene_35297	4389	7870	17866
gene_35298	29	58	116
gene_35299	16	40	48
gene_35300	6297	8750	24535
gene_35301	276	574	1311
gene_35302	19	43	90
gene_35303	22164	241	697
gene_35304	3	11	12
gene_35305	0	0	0
gene_35307	2	12	16
gene_35311	8	31	81
gene_35314	2	2	25
gene_35315	124	446	961
gene_35316	164	323	690
gene_35317	51	72	221
gene_35318	53	121	246
gene_35320	1577	4744	10042
gene_35321	7	14	59
gene_35322	48	146	302
gene_35323	850	1656	3480
gene_35324	2	8	10
gene_35325	992	1681	4470
gene_35326	51642	385	956
gene_35327	365	846	1553
gene_35328	2177	3950	7827
gene_35329	3	11	13
gene_35330	2267	4210	9804
gene_35331	928	1705	3860
gene_35339	1	2	0
gene_35341	0	0	3
gene_35342	1529	3088	7166
gene_35343	9	6	33
gene_35344	17	36	93
gene_35345	0	4	8
gene_35346	0	1	0
gene_35347	1400	2306	5562
gene_35348	0	0	1
gene_35349	0	0	3
gene_35351	0	0	3
gene_35354	119	444	1492
gene_35356	5559	10766	25729
gene_35357	830	1962	4910
gene_35358	10	22	62
gene_35359	0	3	5
gene_35360	28	74	207
gene_35361	1547	3485	7052
gene_35362	863	1176	2895
gene_35363	25	34	78
gene_35364	72	100	219
gene_35365	246	475	906
gene_35366	260	489	963
gene_35367	11	16	58
gene_35368	493	759	1853
gene_35369	443	616	1700
gene_35370	1457	2708	6793
gene_35371	0	0	2
gene_35372	1159	2289	5599
gene_35373	615	1181	2915
gene_35374	1737	3199	7833
gene_35375	60	100	278
gene_35376	3	8	13
gene_35379	4558	312	835
gene_35380	98	146	396
gene_35381	3095	6440	13658
gene_35382	3359	5161	14259
gene_35383	579	1241	2794
gene_35384	45	120	237
gene_35385	0	7	7
gene_35386	370	679	1712
gene_35387	11417	5031	11598
gene_35388	1	0	0
gene_35389	0	7	1
gene_35390	2	0	15
gene_35392	291	563	1329
gene_35393	26	81	215
gene_35394	0	1	2
gene_35395	22	73	188
gene_35396	56	61	154
gene_35398	1041	2397	4456
gene_35399	2	4	6
gene_35401	0	0	3
gene_35403	163	237	619
gene_35404	74	127	285
gene_35405	178	275	617
gene_35406	19	45	74
gene_35408	0	0	0
gene_35409	1	4	3
gene_35412	0	0	1
gene_35416	0	2	0
gene_35417	0	1	0
gene_35418	25	100	289
gene_35420	2	7	22
gene_35421	10	21	59
gene_35423	37	55	101
gene_35427	0	2	1
gene_35428	0	0	0
gene_35429	0	0	0
gene_35433	6	32	19
gene_35435	1	3	2
gene_35437	0	0	1
gene_35438	0	2	3
gene_35442	0	0	1
gene_35444	0	0	5
gene_35445	42	97	196
gene_35450	5	14	30
gene_35451	2	5	16
gene_35452	22	22	128
gene_35457	195	308	760
gene_35459	0	0	5
gene_35463	0	0	0
gene_35465	12	32	77
gene_35482	400	923	1881
gene_35483	1	0	0
gene_35486	48	99	151
gene_35487	16	23	51
gene_35489	797	1452	2977
gene_35490	46	98	193
gene_35491	0	0	0
gene_35492	0	0	0
gene_35493	0	0	0
gene_35494	0	1	0
gene_35500	335	1160	1998
gene_35510	1146	3209	5428
gene_35511	170	414	696
gene_35512	19	41	51
gene_35515	0	0	1
gene_35516	74	159	242
gene_35517	1	4	5
gene_35519	0	0	0
gene_35521	0	0	1
gene_35568	0	0	0
gene_35569	0	4	5
gene_35570	193	364	808
gene_35571	2	0	3
gene_35573	560	996	2045
gene_35574	343	821	1619
gene_35575	7074	13617	30073
gene_35577	0	0	0
gene_35578	1	0	0
gene_35585	0	0	0
gene_35591	0	5	6
gene_35594	2	18	13
gene_35595	0	0	0
gene_35596	1	0	0
gene_35598	748	201	269
gene_35599	300	831	1204
gene_35600	933	308	704
gene_35601	4	11	18
gene_35602	377	793	1493
gene_35603	2431	4854	9660
gene_35604	2	1	0
gene_35605	148	256	513
gene_35606	24	63	72
gene_35607	0	3	0
gene_35608	0	0	5
gene_35609	479	1497	3251
gene_35610	0	1	0
gene_35611	0	0	1
gene_35612	0	2	0
gene_35613	0	0	0
gene_35615	0	0	0
gene_35616	0	0	0
gene_35658	0	2	1
gene_35659	1660	2644	5689
gene_35660	6	11	14
gene_35661	478	863	1755
gene_35662	1	0	5
gene_35667	100	193	391
gene_35668	0	0	3
gene_35669	27	51	73
gene_35671	514	1002	2126
